text,label
"It never condescends, all the characters have good genuine hearts and believable problems.",positive
"The two main characters may be two of the most believable children I ever saw put on screen.",positive
"They are so easy to love, but even more easy to identify with.",positive
"This movie is great--especially if you enjoy visual arts.",positive
"The scenery that the two daughters paint and photograph are beautiful.",positive
"The story is also both funny and poignant at times.",positive
"People who like European films and "art movies" will like this movie.",positive
"This is truly an art movie--it actually has a lot of art in it.",positive
"Go rent it.",positive
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.",positive
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.",positive
"Brilliance indeed.",positive
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.",positive
"Think of the film being like a dream.",positive
"Simply beautiful.",positive
"Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.",positive
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.",positive
"It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.",positive
"Just whatever you do, avoid "Groove" as its the antithesis of all that is good about Human Traffic.",negative
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.",negative
"The movie seemed a little slow at first.",negative
"But it picked up speed and got right to the point.",positive
"It showed exactly how the government and the scientist argued for humanity and the reasons of the "gadget".",positive
"I enjoyed it.",positive
"I have recommended it to friends.",positive
"I was particularly pleased with the acting ability of Dwight Schultz.",positive
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.",positive
"Their on-screen chemistry, critical to the entire film, is genuine.",positive
"The film's dialogue is natural, real to life.",positive
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.",positive
"The incredible soundtrack truly captures the essence of the film.",positive
"Each track commands sentiment, actually contributing to the scenes and characters.",positive
"Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.",positive
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, "Gake No Ue No Ponyo" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.",positive
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.",positive
"Enough can not be said of the remarkable animation in this film.",positive
"The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.",positive
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!",negative
